months_as_customer,age,policy_number,policy_bind_date,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital-gains,capital-loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported,postcode.2,region.1,total_crimes_nearby.1,vehicle_crimes_nearby.1,rainfall_mm.1,max_windspeed_kmh.1,max_temp_c.1,postcode,region,claim_date,total_crimes_nearby,vehicle_crimes_nearby,rainfall_mm,max_windspeed_kmh,max_temp_c
285,48,159536,2013-02-04,100/300,2000,1101.85,0,FEMALE,College,sales,dancing,wife,46100,0,2015-02-27,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,2,YES,33480,3720,3720,26040,Nissan,Pathfinder,2012,N,,,,,,,,NG34 8NE,East Midlands,2023-02-27,,,1.6,20.4,7.6
98,26,727109,2001-02-20,500/1000,2000,1082.1,0,MALE,JD,exec-managerial,kayaking,other-relative,0,-30900,2015-02-05,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,?,0,1,YES,65430,14540,7270,43620,Jeep,Wrangler,2001,N,,,,,,,,LA14 5DF,North West,2023-02-05,,,0.0,15.3,5.4
175,36,155604,1992-03-03,500/1000,500,1185.44,0,MALE,Masters,exec-managerial,kayaking,not-in-family,44900,-52500,2015-01-30,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,3880,7760,31040,Accura,RSX,2006,Y,,,,,,,,G61 3LF,,2023-01-30,,,0.8,31.6,7.5
259,45,608443,2006-12-21,500/1000,2000,1175.07,0,MALE,MD,craft-repair,movies,not-in-family,30100,0,2015-01-03,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,?,1,1,NO,87780,7980,7980,71820,Honda,CRV,2011,N,GL54 1AA,South West,9.0,1.0,,,,ME9 8WL,South East,2023-01-03,,,4.6,37.1,11.4
140,36,117862,2000-07-14,500/1000,2000,979.26,0,FEMALE,JD,transport-moving,cross-fit,own-child,0,-67000,2015-03-01,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,YES,0,2,YES,72800,14560,14560,43680,Honda,Accord,1998,N,CF10 1AA,,,,,,,LU7 2QH,East of England,2023-03-01,,,0.5,23.7,7.3
231,37,991553,1991-12-12,250/500,500,920.81,0,FEMALE,High School,sales,chess,wife,0,0,2015-02-13,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,?,71190,0,7910,63280,Mercedes,C300,1997,Y,,,,,,,,RM12 4BG,London,2024-02-13,420.0,26.0,4.0,25.2,11.2
186,38,727443,2013-07-01,100/300,500,922.85,0,MALE,High School,adm-clerical,golf,husband,70300,-70900,2015-02-25,Vehicle Theft,?,Trivial Damage,,7,1,?,1,1,YES,3600,400,400,2800,Honda,Civic,1999,N,,,,,,,,NE9 7EY,North East,2024-02-25,144.0,1.0,0.1,9.7,6.0
229,41,378587,1998-12-16,250/500,2000,1107.59,3000000,MALE,PhD,tech-support,chess,not-in-family,65400,0,2015-01-23,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,10440,10440,41760,Mercedes,C300,2009,N,NG1 1AA,East Midlands,1431.0,58.0,,,,M24 2GB,North West,2023-01-23,,,0.0,8.4,6.3
180,36,420948,2015-01-03,100/300,500,1272.46,0,MALE,College,prof-specialty,exercise,wife,0,0,2015-02-19,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,?,69630,12660,6330,50640,Toyota,Corolla,1998,N,NG1 1AA,East Midlands,,,,,,IM4 7JQ,,2023-02-19,,,,,
188,33,457188,1994-04-01,250/500,1000,1340.24,0,MALE,High School,protective-serv,chess,own-child,0,-68800,2015-02-08,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,?,76010,13820,6910,55280,Dodge,RAM,1995,Y,,,,,,,,NR18 9AN,East of England,2023-02-08,,,0.0,16.2,5.2
214,40,118236,2000-08-15,100/300,1000,1648.0,0,MALE,JD,transport-moving,base-jumping,not-in-family,57700,-43500,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,1,0,YES,44220,8040,4020,32160,Accura,MDX,2000,N,,,,,,,,M24 2GB,North West,2023-02-04,,,1.8,23.5,9.0
178,38,987524,2014-11-13,250/500,500,1381.14,0,FEMALE,College,other-service,camping,wife,0,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,5200,10400,41600,BMW,M5,2011,N,,,,,,,,NR18 9AN,East of England,2024-02-22,32.0,3.0,10.9,34.3,11.3
55,35,490596,2011-02-04,500/1000,500,1198.44,8000000,MALE,MD,priv-house-serv,polo,wife,0,0,2015-01-14,Vehicle Theft,?,Minor Damage,Police,9,1,NO,0,3,NO,3080,560,560,1960,Nissan,Ultima,1998,N,NG1 1AA,East Midlands,1431.0,58.0,,,,NR18 9AN,East of England,2024-01-14,54.0,3.0,0.0,19.8,4.5
90,31,524215,1990-06-24,250/500,2000,951.27,0,FEMALE,PhD,other-service,hiking,not-in-family,42100,0,2015-01-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,13780,6890,55120,Accura,RSX,2007,N,,,,,,,,TW3 1GN,London,2023-01-06,,,1.6,31.0,12.0
135,30,913464,2009-01-21,500/1000,2000,1341.24,0,FEMALE,MD,farming-fishing,skydiving,wife,37100,-46500,2015-01-19,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,5940,2970,23760,Honda,Accord,2003,N,GL54 1AA,South West,9.0,1.0,,,,TW3 1GN,London,2024-01-19,688.0,43.0,0.0,12.7,4.8
277,46,398484,1992-11-07,250/500,2000,1177.57,0,FEMALE,Associate,adm-clerical,video-games,husband,0,-65500,2015-01-24,Vehicle Theft,?,Minor Damage,Police,4,1,?,2,3,NO,3870,430,860,2580,Jeep,Wrangler,2010,N,,,,,,,,LU7 2QH,East of England,2024-01-24,84.0,3.0,0.0,40.2,11.2
211,38,752504,1997-05-15,250/500,1000,1055.09,0,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,8320,16640,66560,BMW,X6,2005,Y,BN1 1AA,South East,,,,,,TA6 4ET,South West,2023-01-27,,,0.2,16.8,5.7
156,32,449263,1992-03-20,250/500,500,1479.48,0,MALE,Masters,prof-specialty,bungie-jumping,unmarried,0,0,2015-01-13,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,6790,13580,54320,Dodge,RAM,2008,Y,NG1 1AA,East Midlands,1431.0,58.0,,,,SN11 8UB,South West,2023-01-13,,,0.1,32.2,9.0
84,30,844007,1995-07-17,500/1000,2000,1827.38,0,MALE,Associate,priv-house-serv,polo,other-relative,0,-15900,2015-01-15,Vehicle Theft,?,Trivial Damage,Police,9,1,YES,1,3,?,4620,420,840,3360,Audi,A5,1998,N,,,,,,,,G11 5HD,,2024-01-15,2.0,0.0,0.0,15.3,0.4
136,32,686522,2000-12-27,100/300,500,1169.62,0,FEMALE,JD,sales,yachting,not-in-family,0,0,2015-02-04,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,YES,0,0,NO,55000,10000,10000,35000,Toyota,Camry,2008,Y,,,,,,,,TW3 1GN,London,2023-02-04,,,0.5,11.9,9.5
310,48,670142,1999-08-06,100/300,500,1516.34,0,FEMALE,JD,adm-clerical,sleeping,unmarried,11000,0,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,YES,0,2,NO,59400,13200,6600,39600,Saab,93,1996,Y,,,,,,,,G61 3LF,,2023-01-04,,,7.7,31.4,10.4
123,34,607687,2007-03-03,500/1000,2000,1270.21,0,FEMALE,College,sales,sleeping,husband,16100,-61200,2015-01-14,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,NO,1,1,?,55260,6140,0,49120,Nissan,Ultima,2000,N,,,,,,,,ME9 8WL,South East,2023-01-14,,,11.6,41.8,11.5
243,44,967713,1997-12-25,250/500,500,809.11,0,MALE,JD,craft-repair,polo,other-relative,33200,0,2015-01-27,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,?,2,1,YES,51400,5140,10280,35980,Honda,Civic,1996,N,OX1 1AA,South East,363.0,6.0,,,,KT22 9AD,South East,2024-01-27,105.0,8.0,0.0,20.7,7.8
36,37,291902,2013-11-06,500/1000,1000,1115.81,0,FEMALE,Masters,machine-op-inspct,reading,husband,0,-59800,2015-02-12,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,?,48780,5420,10840,32520,Dodge,Neon,2008,N,,,,,,,,ME9 8WL,South East,2023-02-12,,,0.2,12.1,8.7
146,31,149839,1990-09-21,100/300,1000,1457.65,5000000,FEMALE,College,armed-forces,camping,own-child,0,0,2015-02-03,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,?,52380,5820,5820,40740,Toyota,Highlander,2010,N,M1 1AE,North West,,,,,,M24 2GB,North West,2023-02-03,,,1.7,28.1,10.0
154,34,840225,1999-10-05,100/300,1000,1041.36,0,FEMALE,JD,priv-house-serv,cross-fit,husband,53100,-43900,2015-01-26,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,?,2,3,YES,74360,13520,13520,47320,Toyota,Highlander,2005,Y,,,,,,,,DT2 0GA,South West,2023-01-26,,,0.0,27.8,6.0
204,40,643226,1992-04-07,250/500,1000,1693.83,7000000,MALE,High School,protective-serv,polo,other-relative,44000,-20800,2015-01-09,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,?,1,0,?,53400,5340,5340,42720,Honda,CRV,2003,N,,,,,,,,IM4 7JQ,,2024-01-09,,,,,
458,59,535879,2009-03-05,100/300,1000,1685.69,0,FEMALE,High School,protective-serv,hiking,wife,31400,0,2015-02-17,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,?,2,2,YES,71800,14360,14360,43080,Jeep,Grand Cherokee,1995,N,S1 1AA,Yorkshire and The Humber,,,,,,NR18 9AN,East of England,2023-02-17,,,0.5,33.1,14.8
147,31,746630,1997-02-10,250/500,500,1054.92,6000000,FEMALE,PhD,prof-specialty,exercise,own-child,51900,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Other,4,1,?,0,0,?,68240,8530,0,59710,Toyota,Corolla,2013,Y,,,,,,,,M24 2GB,North West,2023-01-16,,,0.3,16.8,2.3
279,45,598308,1992-01-28,250/500,2000,1333.97,6000000,FEMALE,MD,other-service,bungie-jumping,unmarried,61100,-30700,2015-01-12,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,?,1,0,?,61050,11100,11100,38850,Dodge,RAM,2011,Y,,,,,,,,TA6 4ET,South West,2024-01-12,154.0,5.0,0.0,13.5,5.9
308,47,720356,2013-09-16,100/300,1000,1013.61,6000000,FEMALE,Associate,craft-repair,movies,own-child,45700,-41400,2015-01-03,Parked Car,?,Minor Damage,,7,1,?,1,1,YES,5590,860,860,3870,Suburu,Impreza,2002,N,GL54 1AA,South West,9.0,1.0,,,,RM12 4BG,London,2024-01-03,459.0,47.0,1.3,28.5,10.5
284,48,724752,2008-05-16,500/1000,500,958.3,0,FEMALE,PhD,machine-op-inspct,exercise,husband,47900,0,2015-01-22,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,?,0,0,?,46860,8520,8520,29820,Volkswagen,Passat,1998,N,OX1 1AA,South East,363.0,6.0,,,,KY15 7BA,,2023-01-22,,,0.5,17.0,7.4
108,31,148498,2002-01-04,250/500,2000,1112.04,6000000,FEMALE,PhD,other-service,base-jumping,own-child,52800,-54300,2015-01-13,Parked Car,?,Minor Damage,,5,1,NO,1,3,NO,4290,780,780,2730,Volkswagen,Passat,1998,N,BN1 1AA,South East,1309.0,46.0,,,,M24 2GB,North West,2023-01-13,,,3.0,37.1,7.4
421,57,110122,2002-04-02,250/500,2000,1206.26,0,FEMALE,Associate,armed-forces,bungie-jumping,own-child,69900,0,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,15700,7850,54950,Audi,A3,2015,N,CF10 1AA,,1223.0,92.0,,,,M24 2GB,North West,2023-01-31,,,1.2,31.7,8.4
266,42,281388,1998-07-16,500/1000,1000,763.67,0,MALE,Associate,prof-specialty,movies,own-child,12800,-49700,2015-02-04,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,1,3,YES,70830,7870,7870,55090,Jeep,Grand Cherokee,2005,N,,,,,,,,PL13 1ET,South West,2024-02-04,29.0,0.0,0.1,26.6,11.7
412,56,728600,2002-08-15,250/500,500,1042.56,0,MALE,High School,handlers-cleaners,yachting,own-child,0,-66100,2015-01-20,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,NO,0,2,NO,68040,15120,7560,45360,Suburu,Forrestor,1997,N,,,,,,,,WR11 3JT,West Midlands,2023-01-20,,,0.0,13.0,5.9
31,32,231548,1999-09-07,100/300,2000,1263.48,4000000,FEMALE,JD,other-service,hiking,wife,46800,-87300,2015-02-07,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,?,2,0,?,63600,5300,10600,47700,Audi,A5,1997,Y,,,,,,,,ML9 2SA,,2024-02-07,1.0,0.0,0.6,14.5,3.2
465,63,531160,2012-01-12,250/500,500,1006.99,6000000,FEMALE,Masters,sales,board-games,own-child,0,0,2015-02-05,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,NO,0,3,?,43560,4840,4840,33880,Suburu,Legacy,2015,N,,,,,,,,BT56 8FW,,2024-02-05,41.0,1.0,,,
126,31,889003,1996-08-18,250/500,1000,1328.26,0,MALE,Masters,sales,exercise,not-in-family,42300,-45800,2015-01-02,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,NO,1,1,NO,60840,13520,6760,40560,Suburu,Forrestor,2011,N,,,,,,,,NE9 7EY,North East,2023-01-02,,,0.1,17.0,4.7
407,55,193213,1996-03-11,100/300,1000,1250.08,5000000,FEMALE,PhD,tech-support,bungie-jumping,wife,0,-57700,2015-02-08,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,?,2,3,YES,68160,11360,11360,45440,Ford,Escape,2010,N,S1 1AA,Yorkshire and The Humber,1104.0,75.0,,,,WS1 4HS,West Midlands,2023-02-08,,,0.0,21.3,4.7
101,27,557218,1997-11-23,500/1000,500,982.7,6000000,FEMALE,College,transport-moving,video-games,unmarried,30800,-43700,2015-01-13,Parked Car,?,Minor Damage,,9,1,NO,1,0,NO,5170,940,470,3760,Toyota,Camry,2001,N,SW1A 1AA,London,4960.0,187.0,,,,LS14 3HF,Yorkshire and The Humber,2024-01-13,23.0,0.0,0.0,17.8,7.0
187,37,125591,2013-08-08,500/1000,1000,1412.06,5000000,FEMALE,Masters,protective-serv,reading,not-in-family,60100,0,2015-01-16,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,?,0,3,?,57700,5770,5770,46160,Nissan,Maxima,2000,N,,,,,,,,WR11 3JT,West Midlands,2023-01-16,,,0.0,25.1,4.5
252,46,227244,1996-11-30,500/1000,2000,1066.7,0,FEMALE,JD,handlers-cleaners,sleeping,own-child,0,0,2015-01-30,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,14920,14920,59680,Audi,A3,2014,N,,,,,,,,LU2 7LL,East of England,2024-01-30,850.0,62.0,0.3,29.2,11.8
229,43,791425,1997-06-18,250/500,2000,1585.54,0,MALE,High School,protective-serv,reading,not-in-family,42600,-44400,2015-02-26,Vehicle Theft,?,Minor Damage,,3,1,NO,1,0,YES,4620,420,840,3360,Volkswagen,Jetta,2012,N,SW1A 1AA,London,5183.0,187.0,,,,WR11 3JT,West Midlands,2024-02-26,149.0,5.0,0.4,34.1,7.8
246,39,354455,2007-04-19,250/500,1000,1416.08,0,FEMALE,JD,craft-repair,yachting,other-relative,0,-36600,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,?,45180,5020,5020,35140,Honda,CRV,2004,N,M1 1AE,North West,,,,,,EX8 5DT,South West,2023-01-27,,,0.0,18.9,5.3
190,38,601042,2007-09-19,250/500,500,1246.03,0,MALE,JD,craft-repair,movies,unmarried,61900,-50000,2015-01-28,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,9020,4510,31570,Nissan,Maxima,2013,N,,,,,,,,LU7 2QH,East of England,2023-01-28,,,0.0,11.6,5.7
95,32,433663,1996-12-21,500/1000,2000,1356.64,0,MALE,Masters,machine-op-inspct,golf,not-in-family,67800,-48600,2015-02-23,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,0,3,YES,83160,15120,15120,52920,Toyota,Camry,2003,N,SW1A 1AA,London,5183.0,187.0,,,,EX8 5DT,South West,2023-02-23,,,5.9,30.3,8.4
205,42,471938,2008-02-03,100/300,2000,1387.7,4000000,FEMALE,High School,priv-house-serv,skydiving,other-relative,0,0,2015-01-18,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,15660,15660,54810,Chevrolet,Silverado,1995,N,,,,,,,,TA6 4ET,South West,2023-01-18,,,0.0,25.8,5.3
41,25,564654,2003-07-16,100/300,1000,1004.14,0,MALE,Masters,priv-house-serv,sleeping,wife,35400,0,2015-02-15,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,9600,4800,33600,Dodge,RAM,1995,N,,,,,,,,PL13 1ET,South West,2023-02-15,,,2.1,24.7,11.8
137,35,645723,1991-05-05,500/1000,500,1107.07,0,FEMALE,High School,protective-serv,movies,husband,0,-45300,2015-02-04,Vehicle Theft,?,Minor Damage,Police,21,1,NO,0,0,YES,3300,600,600,2100,Saab,92x,2008,N,YO61 1AA,Yorkshire and The Humber,0.0,0.0,,,,NR18 9AN,East of England,2024-02-04,32.0,3.0,0.1,37.5,13.1
194,34,573572,1991-06-16,100/300,500,1429.96,0,FEMALE,JD,protective-serv,board-games,husband,67800,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,11440,5720,40040,Toyota,Camry,2005,N,OX1 1AA,South East,363.0,6.0,,,,NG34 8NE,East Midlands,2023-01-12,,,3.1,41.7,12.2
128,35,437960,2001-04-03,250/500,1000,1074.99,0,FEMALE,Associate,adm-clerical,bungie-jumping,husband,0,-48800,2015-01-02,Vehicle Theft,?,Trivial Damage,Police,16,1,?,2,0,?,7590,1380,690,5520,Accura,MDX,2012,N,M1 1AE,North West,,,,,,G61 3LF,,2024-01-02,0.0,0.0,8.3,25.3,6.1
150,37,649800,2014-03-16,500/1000,1000,1007.0,0,FEMALE,PhD,transport-moving,board-games,unmarried,30400,-89400,2015-01-27,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,?,80080,12320,12320,55440,Chevrolet,Silverado,2013,N,,,,,,,,NE9 7EY,North East,2023-01-27,,,2.3,13.0,6.5
104,30,544225,2010-08-03,100/300,500,1052.85,0,FEMALE,MD,protective-serv,skydiving,other-relative,0,-70100,2015-02-09,Vehicle Theft,?,Minor Damage,Police,8,1,NO,0,0,YES,4800,960,480,3360,BMW,3 Series,2006,N,,,,,,,,NR18 9AN,East of England,2024-02-09,32.0,3.0,14.1,29.4,11.8
163,37,390256,2009-11-25,500/1000,1000,1200.33,4000000,FEMALE,High School,craft-repair,cross-fit,own-child,0,-36400,2015-02-06,Vehicle Theft,?,Minor Damage,Police,7,1,?,2,1,YES,3900,390,780,2730,Volkswagen,Jetta,2008,Y,NR35 1AA,East of England,,,,,,IM4 7JQ,,2024-02-06,,,,,
80,26,488597,2001-05-08,100/300,1000,1343.0,0,MALE,Masters,handlers-cleaners,camping,other-relative,64600,0,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,?,0,0,NO,90400,9040,9040,72320,BMW,3 Series,1995,N,,,,,,,,TW3 1GN,London,2023-01-03,,,2.7,35.6,12.5
65,29,133889,2004-06-14,250/500,2000,1441.6,5000000,FEMALE,MD,sales,kayaking,own-child,0,0,2015-01-12,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,YES,0,0,?,62900,6290,12580,44030,Jeep,Grand Cherokee,1998,N,CF10 1AA,,1223.0,92.0,,,,LU7 2QH,East of England,2023-01-12,,,8.2,39.4,11.3
179,32,931901,1994-08-07,100/300,1000,1433.42,6000000,FEMALE,Associate,protective-serv,base-jumping,own-child,53800,0,2015-01-22,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,YES,1,2,NO,54200,5420,10840,37940,Nissan,Ultima,2014,Y,CF10 1AA,,1223.0,92.0,,,,LU2 7LL,East of England,2024-01-22,850.0,62.0,7.8,50.4,11.5
372,50,769475,2004-08-26,500/1000,2000,1368.57,0,FEMALE,MD,tech-support,paintball,other-relative,0,0,2015-01-03,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,NO,2,2,YES,51800,5180,10360,36260,Accura,MDX,2003,N,,,,,,,,BT56 8FW,,2023-01-03,,,8.4,33.6,10.3
398,55,844062,1990-05-25,250/500,500,862.19,0,MALE,High School,adm-clerical,movies,unmarried,69400,0,2015-02-23,Vehicle Theft,?,Trivial Damage,Police,7,1,?,2,3,?,6600,600,1200,4800,Accura,MDX,2012,N,,,,,,,,NE9 7EY,North East,2023-02-23,,,0.1,24.7,7.6
213,35,844129,1990-09-20,250/500,500,871.46,0,MALE,MD,tech-support,movies,husband,58500,-77700,2015-01-22,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,13480,6740,53920,Ford,Escape,2007,N,,,,,,,,WS1 4HS,West Midlands,2024-01-22,624.0,52.0,2.0,44.9,11.9
79,25,732169,2000-11-05,500/1000,500,1863.04,0,FEMALE,Associate,priv-house-serv,paintball,not-in-family,53400,-35200,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,?,67800,13560,6780,47460,Mercedes,C300,1995,N,NG1 1AA,East Midlands,,,,,,LU7 2QH,East of England,2023-02-13,,,0.0,13.4,10.0
232,44,221854,1994-10-03,250/500,2000,1181.64,0,MALE,College,other-service,exercise,wife,25800,0,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,?,1,1,YES,55400,5540,11080,38780,Jeep,Grand Cherokee,2002,Y,BN1 1AA,South East,,,,,,LL30 3PD,,2024-02-08,28.0,0.0,14.9,28.3,3.7
230,37,776950,2005-04-11,500/1000,1000,1060.74,0,MALE,PhD,tech-support,reading,own-child,0,-51500,2015-01-09,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,?,49100,9820,4910,34370,Suburu,Impreza,1996,Y,,,,,,,,NE9 7EY,North East,2024-01-09,130.0,5.0,0.0,16.9,4.1
234,41,291006,1990-05-16,100/300,500,951.56,0,FEMALE,JD,transport-moving,video-games,wife,59400,-78600,2015-02-08,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,?,98280,15120,7560,75600,Chevrolet,Tahoe,2007,Y,NG1 1AA,East Midlands,1359.0,24.0,,,,WR11 3JT,West Midlands,2024-02-08,149.0,5.0,22.4,27.4,10.1
240,40,845751,2004-09-11,100/300,500,1533.71,9000000,FEMALE,JD,protective-serv,polo,own-child,0,-70900,2015-01-10,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,YES,0,2,?,66550,6050,12100,48400,Ford,Escape,2008,N,,,,,,,,LU7 2QH,East of England,2023-01-10,,,6.9,36.4,12.1
143,33,889764,1993-11-30,500/1000,1000,1200.09,0,FEMALE,Associate,craft-repair,board-games,unmarried,38400,-5700,2015-01-26,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,?,2,2,?,70400,14080,7040,49280,Accura,RSX,2002,N,,,,,,,,BT56 8FW,,2024-01-26,42.0,1.0,4.3,31.7,8.4
266,42,929306,2003-03-06,100/300,500,1093.83,4000000,MALE,Associate,adm-clerical,board-games,other-relative,0,-49600,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,?,1,1,NO,53280,4440,8880,39960,Suburu,Impreza,2015,Y,,,,,,,,LL30 3PD,,2024-02-21,28.0,0.0,10.9,37.9,13.1
89,32,515457,1996-12-18,250/500,1000,988.93,0,FEMALE,High School,craft-repair,golf,unmarried,27600,0,2015-01-23,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,?,2,3,YES,84590,15380,15380,53830,Dodge,Neon,1999,N,NG1 1AA,East Midlands,,,,,,WS1 4HS,West Midlands,2023-01-23,,,0.0,11.7,4.2
229,37,556270,1995-02-21,500/1000,1000,1331.94,0,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,0,-55400,2015-02-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,9920,9920,34720,Saab,95,2004,N,,,,,,,,G11 5HD,,2023-02-05,,,0.0,18.1,6.5
245,40,908935,2009-12-11,500/1000,1000,1361.45,0,MALE,PhD,handlers-cleaners,camping,unmarried,39300,0,2015-02-15,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,7470,7470,67230,Suburu,Forrestor,1999,N,BN1 1AA,South East,1277.0,44.0,,,,TW3 1GN,London,2023-02-15,,,0.0,17.4,12.7
50,44,525862,2000-10-18,250/500,2000,1188.51,0,MALE,College,handlers-cleaners,bungie-jumping,unmarried,0,-65800,2015-01-08,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,?,1,2,NO,61100,6110,12220,42770,Dodge,Neon,2008,N,,,,,,,,LU7 2QH,East of England,2023-01-08,,,2.6,28.5,7.9
230,43,490514,2007-02-09,500/1000,2000,1101.83,0,MALE,High School,exec-managerial,cross-fit,other-relative,28900,0,2015-01-01,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,?,0,3,YES,51900,5190,10380,36330,BMW,M5,2011,Y,BN1 1AA,South East,,,,,,G11 5HD,,2023-01-01,,,2.9,19.4,3.1
17,39,774895,2006-10-28,250/500,1000,840.95,0,FEMALE,JD,adm-clerical,hiking,unmarried,32500,-80800,2015-02-26,Parked Car,?,Trivial Damage,Police,9,1,?,2,1,?,3440,430,430,2580,Suburu,Legacy,2002,N,,,,,,,,WR11 3JT,West Midlands,2023-02-26,,,0.0,23.5,7.2
163,36,974522,2000-01-27,250/500,1000,1503.21,0,MALE,MD,other-service,cross-fit,husband,55700,-49900,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,5710,11420,34260,Toyota,Corolla,2013,N,,,,,,,,TA6 4ET,South West,2023-02-28,,,0.2,22.6,8.7
29,32,669809,2002-04-05,100/300,1000,1722.5,0,MALE,High School,other-service,base-jumping,wife,0,-21500,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,?,0,2,?,76900,7690,7690,61520,Jeep,Wrangler,1995,N,M1 1AE,North West,,,,,,TA6 4ET,South West,2024-01-13,154.0,5.0,0.0,6.4,3.7
232,42,182953,2013-04-30,100/300,500,944.03,0,MALE,College,handlers-cleaners,kayaking,not-in-family,0,-58400,2015-02-19,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,?,77000,15400,7700,53900,Toyota,Highlander,2015,Y,,,,,,,,PL13 1ET,South West,2024-02-19,29.0,0.0,0.2,24.4,12.8
